edge_type,role_group,source_id,source_name,source_display_name,source_type,work_id,work_name,work_type,work_genre,work_release_year
ComposerOf,contributor,7155,Jacqueline Fields,Jacqueline Fields,Person,14435,Echoes of Ancestral Soil,Song,Indie Pop,2010
PerformerOf,contributor,7155,Jacqueline Fields,Jacqueline Fields,Person,14435,Echoes of Ancestral Soil,Song,Indie Pop,2010
ProducerOf,contributor,7156,Michaela Kelley,Michaela Kelley,Person,14435,Echoes of Ancestral Soil,Song,Indie Pop,2010
ComposerOf,contributor,3014,Amy White,Amy White,Person,14443,Introductory Verse,Song,Alternative Rock,2010
LyricistOf,contributor,16896,The Garage Dolls,The Garage Dolls,MusicalGroup,14443,Introductory Verse,Song,Alternative Rock,2010
PerformerOf,contributor,3015,Dariusz Olszowa,Dariusz Olszowa,Person,14443,Introductory Verse,Song,Alternative Rock,2010
ProducerOf,contributor,3015,Dariusz Olszowa,Dariusz Olszowa,Person,14443,Introductory Verse,Song,Alternative Rock,2010
ComposerOf,contributor,14554,Theresa Webster,Theresa Webster,Person,14551,Whispers of the Cojutepeque Streets,Album,Psychedelic Rock,2010
LyricistOf,contributor,14553,Carrie Lee,Carrie Lee,Person,14551,Whispers of the Cojutepeque Streets,Album,Psychedelic Rock,2010
PerformerOf,contributor,14555,Amanda Kennedy,Amanda Kennedy,Person,14551,Whispers of the Cojutepeque Streets,Album,Psychedelic Rock,2010
PerformerOf,contributor,14553,Carrie Lee,Carrie Lee,Person,14551,Whispers of the Cojutepeque Streets,Album,Psychedelic Rock,2010
ProducerOf,contributor,14552,Christina Cunningham,Christina Cunningham,Person,14551,Whispers of the Cojutepeque Streets,Album,Psychedelic Rock,2010
PerformerOf,contributor,3598,Danielle Luna,Danielle Luna,Person,14644,Drop the Letter,Song,Avant-Garde Folk,2010
LyricistOf,contributor,5112,Lei Wang,Lei Wang,Person,14661,Poison in My Veins,Album,Emo/Pop Punk,2010
PerformerOf,contributor,5112,Lei Wang,Lei Wang,Person,14661,Poison in My Veins,Album,Emo/Pop Punk,2010
PerformerOf,contributor,8210,Léon Pasquier,Léon Pasquier,Person,14661,Poison in My Veins,Album,Emo/Pop Punk,2010
ProducerOf,contributor,3409,Janice Lamb,Janice Lamb,Person,14661,Poison in My Veins,Album,Emo/Pop Punk,2010
ComposerOf,contributor,14674,Maurizio Curatoli,Maurizio Curatoli,Person,14672,Inches from Infinity,Song,Doom Metal,2010
LyricistOf,contributor,2677,Christine Lam,Christine Lam,Person,14672,Inches from Infinity,Song,Doom Metal,2010
PerformerOf,contributor,14673,Calogero Zamorani,Calogero Zamorani,Person,14672,Inches from Infinity,Song,Doom Metal,2010
PerformerOf,contributor,2552,Vidur Kapadia,Vidur Kapadia,Person,14749,Whispers About Wendy,Song,Alternative Rock,2010
ProducerOf,contributor,12012,Jivika Tank,Jivika Tank,Person,14749,Whispers About Wendy,Song,Alternative Rock,2010
ComposerOf,contributor,14819,Bjorn van Berkum-Freshour,Bjorn van Berkum-Freshour,Person,14816,Straw and Secrets,Album,Synthwave,2010
ComposerOf,contributor,14818,Priska Hölzenbecher,Priska Hölzenbecher,Person,14816,Straw and Secrets,Album,Synthwave,2010
PerformerOf,contributor,14817,Beatrix Schmidt,Beatrix Schmidt,Person,14816,Straw and Secrets,Album,Synthwave,2010
PerformerOf,contributor,14821,Hans-Karl Hövel,Hans-Karl Hövel,Person,14816,Straw and Secrets,Album,Synthwave,2010
PerformerOf,contributor,14820,Marina Stiebitz,Marina Stiebitz,Person,14816,Straw and Secrets,Album,Synthwave,2010
PerformerOf,contributor,14822,Olaf Schmiedt,Olaf Schmiedt,Person,14816,Straw and Secrets,Album,Synthwave,2010
ProducerOf,contributor,14820,Marina Stiebitz,Marina Stiebitz,Person,14816,Straw and Secrets,Album,Synthwave,2010
ComposerOf,contributor,12775,Rémy-Bertrand Bailly,Rémy-Bertrand Bailly,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,14968,Andrew Green,Andrew Green,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,12773,Bobby Tucker,Bobby Tucker,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,12771,Christopher Reese,Christopher Reese,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,12592,Clémence Vincent,Clémence Vincent,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,12770,Daniel Lee,Daniel Lee,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,14966,Eric Bailey,Eric Bailey,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,14967,Inès Lebreton,Inès Lebreton,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,12772,Leon Hutchinson,Leon Hutchinson,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
PerformerOf,contributor,12774,Melanie Bautista,Melanie Bautista,Person,14965,Honeymoon Whispers,Song,Doom Metal,2010
ComposerOf,contributor,14977,Christopher Hernandez,Christopher Hernandez,Person,14976,Fool's Parade,Song,Speed Metal,2010
PerformerOf,contributor,14978,Michelle Ellis,Michelle Ellis,Person,14976,Fool's Parade,Song,Speed Metal,2010
ProducerOf,contributor,14978,Michelle Ellis,Michelle Ellis,Person,14976,Fool's Parade,Song,Speed Metal,2010
LyricistOf,contributor,14981,Na Chen,Na Chen,Person,14980,Wisdom's Blind Spot,Song,Darkwave,2010
LyricistOf,contributor,12287,Ryan Adams,Ryan Adams,Person,14980,Wisdom's Blind Spot,Song,Darkwave,2010
PerformerOf,contributor,151,Gang Zhao,Gang Zhao,Person,14980,Wisdom's Blind Spot,Song,Darkwave,2010
PerformerOf,contributor,14981,Na Chen,Na Chen,Person,14980,Wisdom's Blind Spot,Song,Darkwave,2010
PerformerOf,contributor,14983,Xiulan Bai,Xiulan Bai,Person,14980,Wisdom's Blind Spot,Song,Darkwave,2010
PerformerOf,contributor,14982,Xiuying Tian,Xiuying Tian,Person,14980,Wisdom's Blind Spot,Song,Darkwave,2010
PerformerOf,contributor,10479,Xiuying Yan,Xiuying Yan,Person,14980,Wisdom's Blind Spot,Song,Darkwave,2010
ProducerOf,contributor,10479,Xiuying Yan,Xiuying Yan,Person,14980,Wisdom's Blind Spot,Song,Darkwave,2010
ComposerOf,contributor,1459,Marcel Derek,Marcel Derek,Person,15015,Budapest Nocturne in Trembling Minor,Song,Doom Metal,2010
LyricistOf,contributor,8357,Hansjürgen Börner,Hansjürgen Börner,Person,15015,Budapest Nocturne in Trembling Minor,Song,Doom Metal,2010
PerformerOf,contributor,1459,Marcel Derek,Marcel Derek,Person,15015,Budapest Nocturne in Trembling Minor,Song,Doom Metal,2010
ProducerOf,contributor,15016,Oskar Radzewicz,Oskar Radzewicz,Person,15015,Budapest Nocturne in Trembling Minor,Song,Doom Metal,2010
ComposerOf,contributor,15041,Lisa Peterson,Lisa Peterson,Person,15040,Shadows of Berlin,Album,Indie Pop,2010
PerformerOf,contributor,15043,Anthony Allen,Anthony Allen,Person,15040,Shadows of Berlin,Album,Indie Pop,2010
PerformerOf,contributor,15042,Brian Carter,Brian Carter,Person,15040,Shadows of Berlin,Album,Indie Pop,2010
PerformerOf,contributor,15045,Kristin Sullivan,Kristin Sullivan,Person,15040,Shadows of Berlin,Album,Indie Pop,2010
PerformerOf,contributor,15044,Steve Young,Steve Young,Person,15040,Shadows of Berlin,Album,Indie Pop,2010
LyricistOf,contributor,2659,Matthew Hancock,Lunar Tapestry,Person,15046,Lipstick and Celluloid,Song,Dream Pop,2010
PerformerOf,contributor,10403,Elizabeth Nguyen,Elizabeth Nguyen,Person,15046,Lipstick and Celluloid,Song,Dream Pop,2010
ProducerOf,contributor,10403,Elizabeth Nguyen,Elizabeth Nguyen,Person,15046,Lipstick and Celluloid,Song,Dream Pop,2010
ComposerOf,contributor,15304,Anna Gonzales,Anna Gonzales,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
LyricistOf,contributor,9625,Candice Torres,Candice Torres,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
PerformerOf,contributor,9625,Candice Torres,Candice Torres,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
PerformerOf,contributor,15303,Gerhild Schweitzer,Gerhild Schweitzer,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
PerformerOf,contributor,15302,Hasso Kreusel,Hasso Kreusel,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
PerformerOf,contributor,15305,Jasmine Moore,Jasmine Moore,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
PerformerOf,contributor,15300,Joy Wood,Joy Wood,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
PerformerOf,contributor,15299,Mathilde Hesse,Mathilde Hesse,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
PerformerOf,contributor,2925,Samuel Olsen,Samuel Olsen,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
PerformerOf,contributor,15301,Tina Watson,Tina Watson,Person,15298,Whispers from Meridian,Song,Dream Pop,2010
LyricistOf,contributor,82,Min Ye,Min Ye,Person,15389,Pentatonic Whispers from Kyoto,Album,Southern Gothic Rock,2010
PerformerOf,contributor,83,Loretta Roberts,Loretta Roberts,Person,15389,Pentatonic Whispers from Kyoto,Album,Southern Gothic Rock,2010
PerformerOf,contributor,82,Min Ye,Min Ye,Person,15389,Pentatonic Whispers from Kyoto,Album,Southern Gothic Rock,2010
ProducerOf,contributor,16800,Lunar Echo,Lunar Echo,MusicalGroup,15389,Pentatonic Whispers from Kyoto,Album,Southern Gothic Rock,2010
ComposerOf,contributor,5608,Bhamini Saini,Bhamini Saini,Person,15423,Koruna Nesmrtelných Slabik,Song,Doom Metal,2010
PerformerOf,contributor,5608,Bhamini Saini,Bhamini Saini,Person,15423,Koruna Nesmrtelných Slabik,Song,Doom Metal,2010
ComposerOf,contributor,443,Guiying Qin,Guiying Qin,Person,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
LyricistOf,contributor,15517,Xiulan Mo,Xiulan Mo,Person,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
PerformerOf,contributor,441,Alisha Fuller,Alisha Fuller,Person,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
PerformerOf,contributor,15516,Lei Jia,DVRK,Person,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
PerformerOf,contributor,440,Gang Cui,Gang Cui,Person,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
PerformerOf,contributor,443,Guiying Qin,Guiying Qin,Person,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
PerformerOf,contributor,16765,Renegade Harmony,Renegade Harmony,MusicalGroup,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
ProducerOf,contributor,441,Alisha Fuller,Alisha Fuller,Person,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
ProducerOf,contributor,440,Gang Cui,Gang Cui,Person,15515,Sunlight Through Snowflakes,Album,Dream Pop,2010
ComposerOf,contributor,2281,Michelotto Comisso,Michelotto Comisso,Person,15528,Salt-Stained Legacy,Song,Alternative Rock,2010
ComposerOf,contributor,16747,The Wandering Pulse,The Wandering Pulse,MusicalGroup,15528,Salt-Stained Legacy,Song,Alternative Rock,2010
PerformerOf,contributor,2282,Angelina Dallapé-Brunelleschi,Angelina Dallapé-Brunelleschi,Person,15528,Salt-Stained Legacy,Song,Alternative Rock,2010
PerformerOf,contributor,8822,Giacinto Maderna,Giacinto Maderna,Person,15528,Salt-Stained Legacy,Song,Alternative Rock,2010
PerformerOf,contributor,3336,Lucrezia Zamengo,Lucrezia Zamengo,Person,15528,Salt-Stained Legacy,Song,Alternative Rock,2010
PerformerOf,contributor,2281,Michelotto Comisso,Michelotto Comisso,Person,15528,Salt-Stained Legacy,Song,Alternative Rock,2010
ComposerOf,contributor,9108,Karina Hess,Karina Hess,Person,15605,Quiet Surrender,Album,Doom Metal,2010
PerformerOf,contributor,9108,Karina Hess,Karina Hess,Person,15605,Quiet Surrender,Album,Doom Metal,2010
ProducerOf,contributor,15606,Daniela Scholtz,Daniela Scholtz,Person,15605,Quiet Surrender,Album,Doom Metal,2010
ComposerOf,contributor,2045,Lilo Cichorius,Lilo Cichorius,Person,15607,The Weight of Letting Go,Song,Alternative Rock,2010
PerformerOf,contributor,9642,Jessica Harvey,Jessica Harvey,Person,15607,The Weight of Letting Go,Song,Alternative Rock,2010
PerformerOf,contributor,2045,Lilo Cichorius,Lilo Cichorius,Person,15607,The Weight of Letting Go,Song,Alternative Rock,2010
PerformerOf,contributor,15608,Paul Johnson,Paul Johnson,Person,15607,The Weight of Letting Go,Song,Alternative Rock,2010
PerformerOf,contributor,16882,Rebel Scream,Rebel Scream,MusicalGroup,15607,The Weight of Letting Go,Song,Alternative Rock,2010
PerformerOf,contributor,9643,Timothy Bray,Timothy Bray,Person,15607,The Weight of Letting Go,Song,Alternative Rock,2010
ComposerOf,contributor,15647,Gang Zeng,Nightshade Paradox,Person,15646,Motherland's Golden Horizon,Song,Oceanus Folk,2010
PerformerOf,contributor,15648,Min Ding,Min Ding,Person,15646,Motherland's Golden Horizon,Song,Oceanus Folk,2010
ProducerOf,contributor,15648,Min Ding,Min Ding,Person,15646,Motherland's Golden Horizon,Song,Oceanus Folk,2010
ComposerOf,contributor,627,Liwia Olbrych,Liwia Olbrych,Person,15703,Phantom Reflections,Album,Indie Folk,2010
LyricistOf,contributor,628,Nicole Sudak,Nicole Sudak,Person,15703,Phantom Reflections,Album,Indie Folk,2010
PerformerOf,contributor,627,Liwia Olbrych,Liwia Olbrych,Person,15703,Phantom Reflections,Album,Indie Folk,2010
PerformerOf,contributor,628,Nicole Sudak,Nicole Sudak,Person,15703,Phantom Reflections,Album,Indie Folk,2010
PerformerOf,contributor,15704,Olga Kalinka,Olga Kalinka,Person,15703,Phantom Reflections,Album,Indie Folk,2010
ProducerOf,contributor,16779,Syncopated Symphony Collective,Syncopated Symphony Collective,MusicalGroup,15703,Phantom Reflections,Album,Indie Folk,2010
ComposerOf,contributor,15707,Min Long,Min Long,Person,15705,Smoke and Shadows,Album,Lo-Fi Electronica,2010
PerformerOf,contributor,15706,Joseph Wright,Joseph Wright,Person,15705,Smoke and Shadows,Album,Lo-Fi Electronica,2010
PerformerOf,contributor,15707,Min Long,Min Long,Person,15705,Smoke and Shadows,Album,Lo-Fi Electronica,2010
LyricistOf,contributor,6328,Lise Gerrits,Lise Gerrits,Person,15826,Metamorphosis Melody,Album,Alternative Rock,2010
PerformerOf,contributor,15829,Giorgia Norbiato,Giorgia Norbiato,Person,15826,Metamorphosis Melody,Album,Alternative Rock,2010
PerformerOf,contributor,15828,Jacob Richards,Jacob Richards,Person,15826,Metamorphosis Melody,Album,Alternative Rock,2010
PerformerOf,contributor,6328,Lise Gerrits,Lise Gerrits,Person,15826,Metamorphosis Melody,Album,Alternative Rock,2010
PerformerOf,contributor,15830,Tara Timmermans,Tara Timmermans,Person,15826,Metamorphosis Melody,Album,Alternative Rock,2010
ProducerOf,contributor,15827,Ermanno Rosiello,Ermanno Rosiello,Person,15826,Metamorphosis Melody,Album,Alternative Rock,2010
ComposerOf,contributor,1530,Deborah Lucas,Deborah Lucas,Person,15847,The Art of Loneliness,Album,Avant-Garde Folk,2010
PerformerOf,contributor,1530,Deborah Lucas,Deborah Lucas,Person,15847,The Art of Loneliness,Album,Avant-Garde Folk,2010
PerformerOf,contributor,250,Mareen Schacht,Mareen Schacht,Person,15847,The Art of Loneliness,Album,Avant-Garde Folk,2010
PerformerOf,contributor,1531,Margarita Henschel,Margarita Henschel,Person,15847,The Art of Loneliness,Album,Avant-Garde Folk,2010
ProducerOf,contributor,250,Mareen Schacht,Mareen Schacht,Person,15847,The Art of Loneliness,Album,Avant-Garde Folk,2010
PerformerOf,contributor,15902,Austin Perez,Austin Perez,Person,15899,Speak Between Lines,Song,Indie Folk,2010
PerformerOf,contributor,15900,Chad Gonzales,Chad Gonzales,Person,15899,Speak Between Lines,Song,Indie Folk,2010
PerformerOf,contributor,74,Min Hu,Min Hu,Person,15899,Speak Between Lines,Song,Indie Folk,2010
PerformerOf,contributor,15221,Miss Amy Harmon,Miss Amy Harmon,Person,15899,Speak Between Lines,Song,Indie Folk,2010
PerformerOf,contributor,15901,Monica Brown,Monica Brown,Person,15899,Speak Between Lines,Song,Indie Folk,2010
ProducerOf,contributor,15902,Austin Perez,Austin Perez,Person,15899,Speak Between Lines,Song,Indie Folk,2010
LyricistOf,contributor,15958,Grzegorz Rorat,Grzegorz,Person,15957,The Space Between Us,Album,Southern Gothic Rock,2010
PerformerOf,contributor,15958,Grzegorz Rorat,Grzegorz,Person,15957,The Space Between Us,Album,Southern Gothic Rock,2010
PerformerOf,contributor,4611,Kamila Ornat,Kamila Ornat,Person,15957,The Space Between Us,Album,Southern Gothic Rock,2010
PerformerOf,contributor,14365,Karina Bąbel,Karina Bąbel,Person,15957,The Space Between Us,Album,Southern Gothic Rock,2010
LyricistOf,contributor,11601,Guiying Mo,Guiying Mo,Person,16063,Beekeepers' Serenade in the Cotton State,Song,Lo-Fi Electronica,2010
PerformerOf,contributor,11601,Guiying Mo,Guiying Mo,Person,16063,Beekeepers' Serenade in the Cotton State,Song,Lo-Fi Electronica,2010
PerformerOf,contributor,11599,Lei Cai,Lei Cai,Person,16063,Beekeepers' Serenade in the Cotton State,Song,Lo-Fi Electronica,2010
ProducerOf,contributor,8700,Guiying Yao,Guiying Yao,Person,16063,Beekeepers' Serenade in the Cotton State,Song,Lo-Fi Electronica,2010
ComposerOf,contributor,16031,Simone Säuberlich,Simone Säuberlich,Person,16312,Harvest Dance at Ler Valley,Song,Psychedelic Rock,2010
PerformerOf,contributor,16031,Simone Säuberlich,Simone Säuberlich,Person,16312,Harvest Dance at Ler Valley,Song,Psychedelic Rock,2010
ProducerOf,contributor,304,Belinda Knappe,Belinda Knappe,Person,16312,Harvest Dance at Ler Valley,Song,Psychedelic Rock,2010
ComposerOf,contributor,30,Megan Bennett,Megan Bennett,Person,16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010
LyricistOf,contributor,7139,Maura Jovinelli,Maura Jovinelli,Person,16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010
PerformerOf,contributor,16422,Alfredo Roth,Alfredo Roth,Person,16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010
PerformerOf,contributor,2207,Brian Wright,Brian Wright,Person,16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010
PerformerOf,contributor,16423,Dionigi Granatelli,Dionigi Granatelli,Person,16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010
PerformerOf,contributor,29,Lorraine Martinez,Lorraine Martinez,Person,16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010
PerformerOf,contributor,7139,Maura Jovinelli,Maura Jovinelli,Person,16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010
PerformerOf,contributor,30,Megan Bennett,Megan Bennett,Person,16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010
ComposerOf,contributor,16493,Zachary Stanley,Zachary Stanley,Person,16491,Rivers and Memories of Levanger,Album,Indie Folk,2010
LyricistOf,contributor,13759,Shelby Fletcher,Shelby Fletcher,Person,16491,Rivers and Memories of Levanger,Album,Indie Folk,2010
PerformerOf,contributor,13759,Shelby Fletcher,Shelby Fletcher,Person,16491,Rivers and Memories of Levanger,Album,Indie Folk,2010
ProducerOf,contributor,16492,Laura Hernandez,Laura Hernandez,Person,16491,Rivers and Memories of Levanger,Album,Indie Folk,2010
ComposerOf,contributor,16509,Randy Stewart,Randy Stewart,Person,16508,When Time Aligns,Album,Indie Folk,2010
PerformerOf,contributor,16509,Randy Stewart,Randy Stewart,Person,16508,When Time Aligns,Album,Indie Folk,2010
ProducerOf,contributor,10212,Robert Jenkins,Robert Jenkins,Person,16508,When Time Aligns,Album,Indie Folk,2010
LyricistOf,contributor,16538,Ming Cheng,Ming Cheng,Person,16535,Distance Between Heartbeats,Song,Post-Apocalyptic Folk,2010
PerformerOf,contributor,16536,Jie Xu,Jie Xu,Person,16535,Distance Between Heartbeats,Song,Post-Apocalyptic Folk,2010
PerformerOf,contributor,16540,Jing Bai,Jing Bai,Person,16535,Distance Between Heartbeats,Song,Post-Apocalyptic Folk,2010
PerformerOf,contributor,16538,Ming Cheng,Ming Cheng,Person,16535,Distance Between Heartbeats,Song,Post-Apocalyptic Folk,2010
PerformerOf,contributor,16537,Xia Pan,Xia Pan,Person,16535,Distance Between Heartbeats,Song,Post-Apocalyptic Folk,2010
PerformerOf,contributor,16539,Yang Yan,Yang Yan,Person,16535,Distance Between Heartbeats,Song,Post-Apocalyptic Folk,2010
LyricistOf,contributor,13471,Guiying Shi,Guiying Shi,Person,16607,"Marcin, Payback Is Coming",Song,Synthwave,2010
LyricistOf,contributor,16608,Yang Yin,Yang Yin,Person,16607,"Marcin, Payback Is Coming",Song,Synthwave,2010
