influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year
InStyleOf,4865,Marco's Heartbeat: A Local Hymn,Marco's Heartbeat: A Local Hymn,Song,Psychedelic Rock,2017,4604,Velvet Passion,Velvet Passion,Album,Indie Folk,2017
InStyleOf,7971,Blind to the Truth,Blind to the Truth,Song,Dream Pop,2017,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
InStyleOf,9122,Radiant Descent,Radiant Descent,Album,Lo-Fi Electronica,2017,8680,Celestial Tribunal,Celestial Tribunal,Album,Lo-Fi Electronica,2017
InterpolatesFrom,71,Forgotten Incantation,Forgotten Incantation,Album,Indie Folk,2017,12515,Melodic Gasp,Melodic Gasp,Album,Psychedelic Rock,2017
InterpolatesFrom,9191,Trails Beyond Horizons,Trails Beyond Horizons,Album,Indie Folk,2017,9883,Akışın Sesi (The Voice of Flow),Akışın Sesi (The Voice of Flow),Song,Doom Metal,2017
InterpolatesFrom,9437,Harmonic Whispers of the Keyboard,Harmonic Whispers of the Keyboard,Song,Doom Metal,2017,14202,Whispers of the Wind,Whispers of the Wind,Song,Psychedelic Rock,2017
InterpolatesFrom,9483,Waterloo's Whispers,Waterloo's Whispers,Album,Doom Metal,2017,16048,Tender Expectations,Tender Expectations,Song,Dream Pop,2017
InterpolatesFrom,14890,Dawn's Early Whispers,Dawn's Early Whispers,Song,Desert Rock,2017,6949,Whispered Benedictions,Whispered Benedictions,Song,Indie Rock,2017
LyricalReferenceTo,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,Indie Folk,2017,14569,Polka Echoes from Stockholm's Archipelago,Polka Echoes from Stockholm's Archipelago,Song,Synthpop,2017
CoverOf,9798,Parallel Maybe,Parallel Maybe,Album,Doom Metal,2017,3966,Divine Awakening,Divine Awakening,Song,Synthwave,2018
CoverOf,10657,Antlers of Moonlight,Antlers of Moonlight,Song,Dream Pop,2017,10354,Mercy's Embrace,Mercy's Embrace,Song,Dream Pop,2018
InStyleOf,9479,The March of a Thousand Boots,The March of a Thousand Boots,Song,Dream Pop,2017,10354,Mercy's Embrace,Mercy's Embrace,Song,Dream Pop,2018
CoverOf,14645,Linguistic Liberation,Linguistic Liberation,Song,Doom Metal,2017,7886,Trembling on the Edge,Trembling on the Edge,Album,Indie Rock,2019
InStyleOf,6076,"Tiny Nation, Endless Dreams","Tiny Nation, Endless Dreams",Song,Dream Pop,2017,10111,Passages of Light,Passages of Light,Song,Darkwave,2019
InStyleOf,10342,Carols of the Silent Night,Carols of the Silent Night,Song,Dream Pop,2017,10747,Cheerful Pathways,Cheerful Pathways,Song,Dream Pop,2019
LyricalReferenceTo,4172,Echoes of Recognition,Echoes of Recognition,Song,Alternative Rock,2017,8727,The Hallowed Darkness,The Hallowed Darkness,Song,Indie Rock,2019
InterpolatesFrom,6864,Echoes from the Elfin Veil,Echoes from the Elfin Veil,Song,Avant-Garde Folk,2017,10120,Devour My Heart,Devour My Heart,Song,Avant-Garde Folk,2020
LyricalReferenceTo,7971,Blind to the Truth,Blind to the Truth,Song,Dream Pop,2017,3008,Resonance Between Silence,Resonance Between Silence,Song,Dream Pop,2021
LyricalReferenceTo,4969,Echoes of Unresolved Harmony,Echoes of Unresolved Harmony,Song,Dream Pop,2017,2863,Whirling Whispers,Whirling Whispers,Song,Indie Rock,2022
CoverOf,4593,Whispers of the Heart,Whispers of the Heart,Song,Alternative Rock,2018,2510,Frozen Moment,Frozen Moment,Song,Dream Pop,1981
DirectlySamples,10354,Mercy's Embrace,Mercy's Embrace,Song,Dream Pop,2018,5436,Fields of Golden Promise,Fields of Golden Promise,Song,Dream Pop,1984
InStyleOf,6503,Bund Boogie,Bund Boogie,Song,Emo/Pop Punk,2018,6674,Närma dig friden (Approach the Peace),Närma dig friden (Approach the Peace),Song,Blues Rock,1984
DirectlySamples,11765,Toxic Pulse,Toxic Pulse,Song,Dream Pop,2018,9129,Tipsy Toes Tango,Tipsy Toes Tango,Song,Dream Pop,1986
InStyleOf,6503,Bund Boogie,Bund Boogie,Song,Emo/Pop Punk,2018,2927,Sacred Invocation,Sacred Invocation,Song,Southern Gothic Rock,1987
DirectlySamples,10447,Destiny's Calling,Destiny's Calling,Song,Dream Pop,2018,9895,Sunbeam Stillness,Sunbeam Stillness,Song,Synthwave,1989
InStyleOf,8648,Whispers of Melody,Whispers of Melody,Album,Alternative Rock,2018,6245,Andante in Amber,Andante in Amber,Song,Emo/Pop Punk,1989
InStyleOf,9371,Vanishing Point,Vanishing Point,Song,Avant-Garde Folk,2018,6454,Memories on Repeat,Memories on Repeat,Song,Indie Pop,1991
InterpolatesFrom,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,4222,Whispers of the Woodland Brook,Whispers of the Woodland Brook,Song,Dream Pop,1991
InterpolatesFrom,8590,Harvest Moon Whispers,Harvest Moon Whispers,Song,Dream Pop,2018,11793,Ancestral Echoes,Ancestral Echoes,Song,Dream Pop,1991
LyricalReferenceTo,478,Whispers of Green Hope,Whispers of Green Hope,Song,Speed Metal,2018,13543,Brightness Beyond the Shadows,Brightness Beyond the Shadows,Album,Speed Metal,1991
CoverOf,10045,Echoes of a Hallowed Namesake,Echoes of a Hallowed Namesake,Album,Alternative Rock,2018,16162,Midnight on the Embankment,Midnight on the Embankment,Album,Emo/Pop Punk,1996
CoverOf,13721,River's Lament,River's Lament,Album,Doom Metal,2018,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
DirectlySamples,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,2467,Embers of a Forgotten Child,Embers of a Forgotten Child,Album,Lo-Fi Electronica,1997
DirectlySamples,9534,Luminous Permutations,Luminous Permutations,Album,Lo-Fi Electronica,2018,14512,Silk and Sunflowers,Silk and Sunflowers,Song,Lo-Fi Electronica,1997
DirectlySamples,9808,Lawn Mower Lament,Lawn Mower Lament,Song,Indie Rock,2018,5660,Vacant Brain Waves,Vacant Brain Waves,Song,Indie Rock,1997
InStyleOf,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,14512,Silk and Sunflowers,Silk and Sunflowers,Song,Lo-Fi Electronica,1997
InStyleOf,3519,Wings of Castilla,Wings of Castilla,Song,Doom Metal,2018,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InStyleOf,4492,Suspended Between Worlds,Suspended Between Worlds,Song,Space Rock,2018,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InStyleOf,8770,Midnight with Gaby,Midnight with Gaby,Song,Lo-Fi Electronica,2018,2467,Embers of a Forgotten Child,Embers of a Forgotten Child,Album,Lo-Fi Electronica,1997
InterpolatesFrom,11598,When Darkness Amplifies,When Darkness Amplifies,Song,Lo-Fi Electronica,2018,2467,Embers of a Forgotten Child,Embers of a Forgotten Child,Album,Lo-Fi Electronica,1997
LyricalReferenceTo,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
LyricalReferenceTo,9230,Echoes of the Maritime Realm,Echoes of the Maritime Realm,Song,Dream Pop,2018,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
LyricalReferenceTo,16275,Liminal Space,Liminal Space,Album,Lo-Fi Electronica,2018,14512,Silk and Sunflowers,Silk and Sunflowers,Song,Lo-Fi Electronica,1997
DirectlySamples,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,11327,Royal Reverence,Royal Reverence,Song,Lo-Fi Electronica,1998
InStyleOf,5480,Whispers of Our Silent Agreement,Whispers of Our Silent Agreement,Song,Lo-Fi Electronica,2018,11327,Royal Reverence,Royal Reverence,Song,Lo-Fi Electronica,1998
InterpolatesFrom,8770,Midnight with Gaby,Midnight with Gaby,Song,Lo-Fi Electronica,2018,11327,Royal Reverence,Royal Reverence,Song,Lo-Fi Electronica,1998
InterpolatesFrom,16275,Liminal Space,Liminal Space,Album,Lo-Fi Electronica,2018,13891,Chrome and Tangerine,Chrome and Tangerine,Song,Lo-Fi Electronica,1998
LyricalReferenceTo,16275,Liminal Space,Liminal Space,Album,Lo-Fi Electronica,2018,11327,Royal Reverence,Royal Reverence,Song,Lo-Fi Electronica,1998
InStyleOf,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,3759,Kingdom of Moments,Kingdom of Moments,Album,Doom Metal,2000
InterpolatesFrom,478,Whispers of Green Hope,Whispers of Green Hope,Song,Speed Metal,2018,16724,Sole Survivor,Sole Survivor,Song,Speed Metal,2000
InterpolatesFrom,3966,Divine Awakening,Divine Awakening,Song,Synthwave,2018,6635,Surrender to the Moment,Surrender to the Moment,Album,Doom Metal,2000
CoverOf,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,1265,Opinions May Vary,Opinions May Vary,Album,Lo-Fi Electronica,2001
InStyleOf,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,13335,Intervals Between Silence,Intervals Between Silence,Song,Lo-Fi Electronica,2002
InStyleOf,16371,Painted Heavens,Painted Heavens,Song,Lo-Fi Electronica,2018,13335,Intervals Between Silence,Intervals Between Silence,Song,Lo-Fi Electronica,2002
LyricalReferenceTo,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,6785,Circular Motion,Circular Motion,Song,Lo-Fi Electronica,2002
DirectlySamples,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,4781,September's Last Embrace,September's Last Embrace,Song,Lo-Fi Electronica,2003
DirectlySamples,16371,Painted Heavens,Painted Heavens,Song,Lo-Fi Electronica,2018,966,Strings of Silence,Strings of Silence,Song,Lo-Fi Electronica,2003
InStyleOf,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,966,Strings of Silence,Strings of Silence,Song,Lo-Fi Electronica,2003
InStyleOf,5480,Whispers of Our Silent Agreement,Whispers of Our Silent Agreement,Song,Lo-Fi Electronica,2018,966,Strings of Silence,Strings of Silence,Song,Lo-Fi Electronica,2003
InStyleOf,16658,Barefoot Horizons,Barefoot Horizons,Song,Synthwave,2018,15189,Fragments of a Forgotten Crown,Fragments of a Forgotten Crown,Song,Doom Metal,2003
CoverOf,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,2277,Satellite Heart,Satellite Heart,Song,Lo-Fi Electronica,2004
CoverOf,6158,They Won't Understand Our Vision,They Won't Understand Our Vision,Song,Avant-Garde Folk,2018,7325,Starship Strut,Starship Strut,Song,Emo/Pop Punk,2004
CoverOf,10045,Echoes of a Hallowed Namesake,Echoes of a Hallowed Namesake,Album,Alternative Rock,2018,8055,Decode My Heart,Decode My Heart,Song,Alternative Rock,2004
CoverOf,12202,The Invisible Thread,The Invisible Thread,Song,Jazz Surf Rock,2018,9559,Perfectly Aligned,Perfectly Aligned,Song,Jazz Surf Rock,2004
InStyleOf,6746,Sunset Continuum,Sunset Continuum,Song,Southern Gothic Rock,2018,12498,Launch Protocol,Launch Protocol,Album,Southern Gothic Rock,2004
InStyleOf,15745,Defeat's Refrain,Defeat's Refrain,Album,Southern Gothic Rock,2018,7325,Starship Strut,Starship Strut,Song,Emo/Pop Punk,2004
InterpolatesFrom,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,6006,Mercy's Endless Tide,Mercy's Endless Tide,Song,Doom Metal,2004
InterpolatesFrom,4818,Unaccompanied Heart,Unaccompanied Heart,Song,Doom Metal,2018,6006,Mercy's Endless Tide,Mercy's Endless Tide,Song,Doom Metal,2004
LyricalReferenceTo,5181,Dancing Through Numbered Paths,Dancing Through Numbered Paths,Song,Dream Pop,2018,6006,Mercy's Endless Tide,Mercy's Endless Tide,Song,Doom Metal,2004
LyricalReferenceTo,13721,River's Lament,River's Lament,Album,Doom Metal,2018,6006,Mercy's Endless Tide,Mercy's Endless Tide,Song,Doom Metal,2004
InStyleOf,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,14768,Temporary Freedom,Temporary Freedom,Song,Lo-Fi Electronica,2005
InStyleOf,5480,Whispers of Our Silent Agreement,Whispers of Our Silent Agreement,Song,Lo-Fi Electronica,2018,12373,Proxy Battlefield,Proxy Battlefield,Song,Lo-Fi Electronica,2005
InStyleOf,9534,Luminous Permutations,Luminous Permutations,Album,Lo-Fi Electronica,2018,14768,Temporary Freedom,Temporary Freedom,Song,Lo-Fi Electronica,2005
InStyleOf,16371,Painted Heavens,Painted Heavens,Song,Lo-Fi Electronica,2018,14768,Temporary Freedom,Temporary Freedom,Song,Lo-Fi Electronica,2005
LyricalReferenceTo,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,12373,Proxy Battlefield,Proxy Battlefield,Song,Lo-Fi Electronica,2005
InStyleOf,9534,Luminous Permutations,Luminous Permutations,Album,Lo-Fi Electronica,2018,827,When Pigs Fly,When Pigs Fly,Song,Lo-Fi Electronica,2006
InStyleOf,16371,Painted Heavens,Painted Heavens,Song,Lo-Fi Electronica,2018,827,When Pigs Fly,When Pigs Fly,Song,Lo-Fi Electronica,2006
InterpolatesFrom,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,827,When Pigs Fly,When Pigs Fly,Song,Lo-Fi Electronica,2006
InterpolatesFrom,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,8138,Nightmare's Embrace,Nightmare's Embrace,Album,Dream Pop,2006
InterpolatesFrom,10354,Mercy's Embrace,Mercy's Embrace,Song,Dream Pop,2018,9524,Electromagnetic Soul,Electromagnetic Soul,Song,Dream Pop,2006
InterpolatesFrom,15771,Tea and Rebellion,Tea and Rebellion,Song,Indie Rock,2018,1857,Melancholy's Strings,Melancholy's Strings,Song,Indie Rock,2006
LyricalReferenceTo,9916,Echoes of a Final Embrace,Echoes of a Final Embrace,Song,Indie Rock,2018,1857,Melancholy's Strings,Melancholy's Strings,Song,Indie Rock,2006
CoverOf,4492,Suspended Between Worlds,Suspended Between Worlds,Song,Space Rock,2018,11945,Bullet Train to Brilliance,Bullet Train to Brilliance,Song,Doom Metal,2007
CoverOf,16127,Faithful Shores,Faithful Shores,Album,Indie Folk,2018,13965,The Last Goodbye's Farewell,The Last Goodbye's Farewell,Song,Oceanus Folk,2007
DirectlySamples,16127,Faithful Shores,Faithful Shores,Album,Indie Folk,2018,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007
InStyleOf,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,12517,Tidal Whispers,Tidal Whispers,Song,Lo-Fi Electronica,2007
InStyleOf,13721,River's Lament,River's Lament,Album,Doom Metal,2018,11855,The Ballad of Fred Titmus,The Ballad of Fred Titmus,Song,Americana,2007
InStyleOf,16127,Faithful Shores,Faithful Shores,Album,Indie Folk,2018,9077,Silent Echoes,Silent Echoes,Song,Doom Metal,2007
InStyleOf,16658,Barefoot Horizons,Barefoot Horizons,Song,Synthwave,2018,2403,Royal Whispers,Royal Whispers,Song,Indie Folk,2007
InterpolatesFrom,1140,Party of One,Party of One,Song,Lo-Fi Electronica,2018,10574,Triangular Affection,Triangular Affection,Song,Lo-Fi Electronica,2007
InterpolatesFrom,1508,Symphony of Grace,Symphony of Grace,Song,Doom Metal,2018,8593,Dirt Road Daybreak,Dirt Road Daybreak,Song,Doom Metal,2007
InterpolatesFrom,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,11753,Fragile Lotus: A Ballad for Juan,Fragile Lotus: A Ballad for Juan,Song,Symphonic Metal,2007
InterpolatesFrom,9808,Lawn Mower Lament,Lawn Mower Lament,Song,Indie Rock,2018,4006,Whispers in the Olive Grove,Whispers in the Olive Grove,Song,Indie Rock,2007
LyricalReferenceTo,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,9803,Crossroads of Chance,Crossroads of Chance,Song,Doom Metal,2007
LyricalReferenceTo,9916,Echoes of a Final Embrace,Echoes of a Final Embrace,Song,Indie Rock,2018,4006,Whispers in the Olive Grove,Whispers in the Olive Grove,Song,Indie Rock,2007
LyricalReferenceTo,16145,Praise and Glory,Praise and Glory,Album,Alternative Rock,2018,15291,Bridging the Divide,Bridging the Divide,Song,Alternative Rock,2007
LyricalReferenceTo,16371,Painted Heavens,Painted Heavens,Song,Lo-Fi Electronica,2018,12517,Tidal Whispers,Tidal Whispers,Song,Lo-Fi Electronica,2007
CoverOf,5181,Dancing Through Numbered Paths,Dancing Through Numbered Paths,Song,Dream Pop,2018,13574,Can You Spell Out Your Desire?,Can You Spell Out Your Desire?,Song,Synthwave,2008
CoverOf,5216,Twilight's Gypsy Memories,Twilight's Gypsy Memories,Song,Jazz Surf Rock,2018,6967,Pierrot's Lonely Carnival,Pierrot's Lonely Carnival,Song,Jazz Surf Rock,2008
CoverOf,13721,River's Lament,River's Lament,Album,Doom Metal,2018,13574,Can You Spell Out Your Desire?,Can You Spell Out Your Desire?,Song,Synthwave,2008
InStyleOf,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,13574,Can You Spell Out Your Desire?,Can You Spell Out Your Desire?,Song,Synthwave,2008
InStyleOf,6158,They Won't Understand Our Vision,They Won't Understand Our Vision,Song,Avant-Garde Folk,2018,1018,Wrinkled Rebellion,Wrinkled Rebellion,Song,Alternative Rock,2008
LyricalReferenceTo,15745,Defeat's Refrain,Defeat's Refrain,Album,Southern Gothic Rock,2018,1018,Wrinkled Rebellion,Wrinkled Rebellion,Song,Alternative Rock,2008
InterpolatesFrom,9808,Lawn Mower Lament,Lawn Mower Lament,Song,Indie Rock,2018,1244,Stable Secrets at Dawn,Stable Secrets at Dawn,Album,Indie Rock,2009
LyricalReferenceTo,14510,Pastoral Tiara,Pastoral Tiara,Album,Southern Gothic Rock,2018,14038,Gris y Sin Energía,Gris y Sin Energía,Album,Indie Pop,2009
LyricalReferenceTo,16658,Barefoot Horizons,Barefoot Horizons,Song,Synthwave,2018,1524,Baroque Whispers of the Throne,Baroque Whispers of the Throne,Song,Psychedelic Rock,2009
CoverOf,1259,Brushed Attitude,Brushed Attitude,Song,Dream Pop,2018,16719,The Conductor's Last Whisper,The Conductor's Last Whisper,Album,Psychedelic Rock,2010
CoverOf,8006,Scream Between Whispers,Scream Between Whispers,Song,Americana,2018,8233,Roots and Winds of Departure,Roots and Winds of Departure,Song,Oceanus Folk,2010
DirectlySamples,5916,Phantom Heart,Phantom Heart,Song,Americana,2018,1884,Nowhere's Child,Nowhere's Child,Album,Doom Metal,2010
DirectlySamples,16127,Faithful Shores,Faithful Shores,Album,Indie Folk,2018,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
InStyleOf,2709,Emotional Overture,Emotional Overture,Album,Dream Pop,2018,7435,Every Ounce of Effort,Every Ounce of Effort,Song,Psychedelic Rock,2010
InStyleOf,2709,Emotional Overture,Emotional Overture,Album,Dream Pop,2018,16607,"Marcin, Payback Is Coming","Marcin, Payback Is Coming",Song,Synthwave,2010
InStyleOf,3885,Cuando el Amor Habla,Cuando el Amor Habla,Song,Americana,2018,13681,Stitching Sacrifice,Stitching Sacrifice,Song,Indie Folk,2010
InStyleOf,5216,Twilight's Gypsy Memories,Twilight's Gypsy Memories,Song,Jazz Surf Rock,2018,1333,Blossoming Smiles,Blossoming Smiles,Song,Jazz Surf Rock,2010
InStyleOf,13841,Whispers of Signe,Whispers of Signe,Song,Dream Pop,2018,8038,Reasons Unknown,Reasons Unknown,Album,Synthwave,2010
InStyleOf,14510,Pastoral Tiara,Pastoral Tiara,Album,Southern Gothic Rock,2018,2942,Khwabon Ki Malika,Khwabon Ki Malika,Song,Southern Gothic Rock,2010
InStyleOf,15771,Tea and Rebellion,Tea and Rebellion,Song,Indie Rock,2018,876,Bold Without Apology,Bold Without Apology,Song,Indie Rock,2010
InterpolatesFrom,5616,Invisible Strings,Invisible Strings,Album,Space Rock,2018,5100,Sylvan Bride's Lament,Sylvan Bride's Lament,Song,Oceanus Folk,2010
InterpolatesFrom,14159,Festive Thresholds and Candlelit Dreams,Festive Thresholds and Candlelit Dreams,Song,Dream Pop,2018,15703,Phantom Reflections,Phantom Reflections,Album,Indie Folk,2010
LyricalReferenceTo,2748,Got Your Back,Got Your Back,Album,Alternative Rock,2018,13986,Silhouettes of Unwritten Lines,Silhouettes of Unwritten Lines,Song,Dream Pop,2010
LyricalReferenceTo,5616,Invisible Strings,Invisible Strings,Album,Space Rock,2018,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010
LyricalReferenceTo,12202,The Invisible Thread,The Invisible Thread,Song,Jazz Surf Rock,2018,2034,Hearts Like Honey,Hearts Like Honey,Album,Jazz Surf Rock,2010
LyricalReferenceTo,13721,River's Lament,River's Lament,Album,Doom Metal,2018,12910,If Only For A Moment,If Only For A Moment,Album,Synthwave,2010
LyricalReferenceTo,14510,Pastoral Tiara,Pastoral Tiara,Album,Southern Gothic Rock,2018,6504,Huangpu Hustle,Huangpu Hustle,Song,Indie Pop,2010
